Id,Coordinates,Order,Distance,Time
14,"[[0, 0], [33, 13], [6, 73], [37, 13], [54, 65], [75, 52], [45, 13], [49, 40], [80, 64], [54, 31], [56, 25], [17, 76], [63, 1], [30, 20], [52, 11], [44, 1], [9, 41], [39, 38], [59, 41], [23, 24], [45, 72], [0, 0]]","[0, 1, 3, 6, 15, 12, 14, 10, 9, 7, 18, 5, 8, 4, 20, 11, 2, 16, 17, 13, 19, 21]",366.8480851862855,20.81400203704834
15,"[[0, 0], [10, 1], [72, 23], [20, 16], [144, 2], [131, 12], [145, 1], [22, 13], [64, 14], [8, 4], [44, 20], [7, 16], [112, 2], [118, 6], [68, 16], [83, 11], [71, 16], [39, 13], [20, 24], [139, 17], [39, 14], [0, 0]]","[0, 9, 11, 18, 20, 17, 8, 14, 16, 15, 12, 13, 5, 19, 4, 6, 2, 10, 7, 3, 1, 21]",340.9394662214364,21.30299949645996
16,"[[0, 0], [19, 45], [40, 6], [28, 32], [22, 89], [41, 3], [29, 93], [31, 32], [12, 114], [14, 80], [16, 14], [42, 34], [10, 14], [10, 50], [7, 3], [4, 110], [22, 107], [13, 115], [14, 39], [7, 4], [42, 56], [0, 0]]","[0, 14, 19, 12, 10, 3, 7, 1, 18, 13, 9, 4, 15, 17, 8, 16, 6, 20, 11, 2, 5, 21]",328.9913059200941,17.967000484466553
17,"[[0, 0], [7, 31], [125, 31], [87, 104], [84, 75], [27, 22], [106, 74], [103, 101], [49, 66], [17, 38], [115, 41], [39, 80], [7, 2], [73, 33], [156, 107], [38, 9], [51, 41], [16, 63], [18, 92], [33, 98], [10, 107], [0, 0]]","[0, 12, 5, 16, 8, 11, 19, 20, 18, 17, 9, 1, 4, 6, 3, 7, 14, 2, 10, 13, 15, 21]",670.7280307842086,20.78600096702576
18,"[[0, 0], [126, 70], [36, 64], [12, 21], [108, 70], [84, 41], [94, 62], [23, 12], [132, 11], [106, 46], [145, 70], [161, 22], [80, 51], [84, 71], [167, 71], [120, 22], [15, 17], [155, 54], [45, 4], [31, 5], [139, 49], [0, 0]]","[0, 16, 3, 7, 19, 18, 5, 12, 6, 4, 1, 10, 14, 17, 15, 8, 11, 20, 9, 13, 2, 21]",561.7619026843705,17.99100089073181
19,"[[0, 0], [32, 168], [120, 56], [66, 174], [91, 58], [130, 10], [142, 77], [150, 64], [55, 56], [41, 146], [163, 12], [69, 1], [2, 12], [45, 149], [59, 150], [54, 44], [5, 23], [57, 145], [69, 62], [177, 78], [141, 92], [0, 0]]","[0, 12, 16, 15, 8, 18, 4, 2, 6, 20, 19, 7, 10, 5, 11, 17, 14, 3, 1, 13, 9, 21]",806.468015992931,19.470997095108032
20,"[[0, 0], [31, 76], [69, 27], [126, 62], [65, 82], [39, 80], [52, 24], [69, 45], [18, 70], [120, 39], [28, 32], [67, 49], [71, 115], [24, 78], [112, 52], [108, 34], [1, 82], [124, 82], [80, 15], [12, 33], [110, 63], [0, 0]]","[0, 19, 10, 7, 11, 4, 5, 1, 13, 8, 16, 12, 17, 3, 20, 14, 9, 15, 18, 2, 6, 21]",543.8483484879068,19.253994464874268
21,"[[0, 0], [24, 41], [10, 26], [6, 74], [14, 27], [54, 37], [44, 36], [45, 45], [39, 62], [71, 62], [5, 48], [73, 6], [25, 154], [25, 101], [70, 19], [7, 126], [64, 125], [64, 51], [17, 73], [67, 150], [69, 107], [0, 0]]","[0, 2, 10, 3, 18, 8, 7, 6, 5, 11, 14, 17, 9, 20, 16, 19, 12, 15, 13, 1, 4, 21]",546.3238230105786,18.20900082588196
22,"[[0, 0], [54, 5], [10, 40], [36, 39], [21, 71], [21, 57], [13, 41], [9, 25], [7, 141], [31, 137], [52, 89], [12, 105], [28, 123], [11, 86], [56, 162], [40, 2], [55, 57], [30, 98], [17, 42], [48, 144], [36, 16], [0, 0]]","[0, 7, 2, 6, 18, 5, 4, 3, 20, 15, 1, 16, 10, 17, 12, 9, 19, 14, 8, 11, 13, 21]",545.4155030883658,19.09802985191345
23,"[[0, 0], [58, 21], [51, 18], [22, 8], [57, 9], [43, 28], [47, 18], [47, 1], [59, 15], [33, 43], [52, 41], [14, 30], [30, 33], [50, 4], [43, 4], [33, 2], [10, 12], [4, 22], [22, 17], [16, 24], [66, 15], [0, 0]]","[0, 16, 17, 11, 19, 18, 15, 14, 7, 13, 4, 8, 20, 1, 5, 12, 9, 10, 2, 6, 3, 21]",261.98495297486056,23.27199959754944
24,"[[0, 0], [33, 24], [42, 26], [31, 52], [10, 49], [46, 57], [65, 27], [60, 31], [63, 59], [54, 7], [5, 61], [25, 15], [41, 72], [62, 56], [35, 47], [8, 5], [49, 84], [58, 62], [40, 58], [29, 13], [4, 86], [0, 0]]","[0, 15, 11, 19, 1, 2, 9, 6, 7, 14, 3, 18, 5, 13, 8, 17, 16, 12, 20, 10, 4, 21]",349.0448375875821,19.638068675994877
25,"[[0, 0], [2, 1], [11, 19], [10, 21], [11, 21], [6, 13], [6, 1], [9, 7], [7, 23], [3, 12], [4, 11], [5, 7], [1, 19], [7, 15], [10, 3], [5, 17], [11, 5], [7, 22], [7, 18], [4, 10], [9, 15], [0, 0]]","[0, 1, 6, 14, 16, 7, 19, 10, 9, 5, 13, 18, 15, 12, 17, 8, 3, 4, 2, 20, 11, 21]",74.45690240213601,17.826971769332886
26,"[[0, 0], [35, 91], [124, 123], [111, 13], [136, 17], [100, 119], [18, 24], [135, 30], [116, 95], [90, 91], [5, 62], [70, 9], [72, 105], [25, 66], [78, 140], [8, 1], [110, 43], [75, 144], [43, 129], [48, 20], [108, 37], [0, 0]]","[0, 15, 19, 11, 16, 20, 3, 4, 7, 8, 9, 12, 5, 2, 14, 17, 18, 1, 13, 10, 6, 21]",615.4719727799134,19.27599334716797
27,"[[0, 0], [84, 55], [78, 98], [114, 3], [85, 119], [5, 57], [65, 32], [33, 56], [99, 41], [61, 65], [70, 71], [73, 52], [19, 96], [47, 59], [91, 80], [53, 21], [35, 57], [117, 24], [51, 67], [9, 55], [24, 109], [0, 0]]","[0, 7, 16, 13, 18, 9, 10, 1, 8, 17, 3, 15, 6, 11, 14, 2, 4, 20, 12, 5, 19, 21]",552.540109330369,18.12499952316284
28,"[[0, 0], [155, 5], [82, 13], [54, 8], [99, 15], [10, 24], [21, 24], [132, 3], [50, 16], [175, 3], [162, 25], [3, 15], [6, 27], [78, 2], [24, 27], [178, 20], [109, 18], [92, 22], [17, 4], [9, 19], [152, 11], [0, 0]]","[0, 11, 19, 5, 12, 6, 14, 8, 2, 17, 4, 7, 20, 1, 9, 15, 10, 16, 13, 3, 18, 21]",420.12421364081024,18.35200071334839
29,"[[0, 0], [28, 2], [9, 1], [13, 18], [4, 30], [9, 12], [1, 27], [43, 22], [10, 2], [53, 33], [111, 11], [96, 8], [42, 3], [12, 20], [58, 2], [21, 28], [38, 32], [49, 15], [33, 12], [68, 41], [14, 34], [0, 0]]","[0, 2, 8, 5, 3, 13, 15, 20, 4, 6, 18, 17, 7, 16, 9, 19, 10, 11, 14, 12, 1, 21]",333.63090926547204,17.975996017456055
30,"[[0, 0], [64, 27], [4, 6], [22, 24], [3, 8], [43, 18], [63, 25], [42, 23], [19, 22], [51, 25], [32, 23], [62, 27], [51, 6], [47, 32], [9, 10], [2, 19], [30, 24], [54, 8], [3, 22], [70, 21], [18, 3], [0, 0]]","[0, 2, 4, 15, 18, 8, 3, 16, 10, 5, 7, 13, 9, 11, 1, 6, 19, 17, 12, 20, 14, 21]",193.72758820169656,15.649001121520996
31,"[[0, 0], [74, 28], [107, 14], [110, 17], [51, 19], [129, 28], [104, 47], [113, 5], [96, 11], [137, 32], [102, 27], [111, 52], [126, 37], [126, 46], [137, 38], [114, 43], [92, 21], [103, 23], [111, 53], [36, 35], [134, 51], [0, 0]]","[0, 19, 4, 1, 16, 8, 2, 3, 17, 10, 6, 11, 18, 15, 12, 13, 20, 14, 9, 5, 7, 21]",396.3171584826106,16.47903299331665
32,"[[0, 0], [10, 7], [18, 86], [1, 22], [20, 86], [12, 43], [16, 18], [16, 2], [2, 33], [14, 18], [20, 60], [5, 26], [13, 83], [21, 91], [8, 103], [12, 98], [9, 23], [9, 97], [11, 30], [12, 30], [14, 88], [0, 0]]","[0, 1, 7, 6, 9, 16, 18, 19, 5, 10, 12, 20, 2, 4, 13, 15, 17, 14, 8, 11, 3, 21]",251.06689238673067,16.67199969291687
33,"[[0, 0], [58, 136], [131, 95], [106, 124], [112, 86], [78, 55], [147, 163], [70, 48], [3, 25], [5, 41], [6, 29], [33, 77], [112, 83], [68, 30], [122, 73], [94, 115], [22, 187], [81, 5], [109, 84], [18, 72], [145, 124], [0, 0]]","[0, 8, 10, 9, 19, 5, 7, 13, 17, 14, 12, 4, 18, 2, 15, 3, 20, 6, 16, 1, 11, 21]",791.5370742858574,17.376094102859497
34,"[[0, 0], [26, 52], [51, 62], [10, 84], [62, 105], [59, 53], [51, 113], [58, 10], [14, 26], [24, 104], [31, 29], [57, 80], [3, 18], [66, 95], [30, 120], [32, 88], [57, 96], [66, 117], [30, 107], [2, 72], [14, 121], [0, 0]]","[0, 12, 8, 10, 1, 11, 16, 13, 4, 17, 6, 14, 20, 18, 9, 3, 19, 15, 2, 5, 7, 21]",462.504272653708,17.482028007507324
35,"[[0, 0], [103, 2], [2, 39], [35, 57], [73, 40], [21, 47], [85, 88], [7, 65], [10, 36], [71, 2], [90, 66], [7, 54], [18, 73], [45, 57], [85, 14], [36, 1], [81, 105], [5, 25], [34, 53], [46, 86], [77, 101], [0, 0]]","[0, 17, 8, 2, 11, 7, 12, 5, 18, 3, 13, 19, 20, 16, 6, 10, 4, 14, 1, 9, 15, 21]",433.6477241300296,21.32996678352356
36,"[[0, 0], [90, 20], [92, 16], [41, 2], [55, 79], [88, 88], [40, 36], [42, 6], [57, 45], [42, 67], [41, 50], [31, 33], [89, 8], [59, 75], [6, 84], [65, 46], [78, 36], [70, 55], [11, 10], [56, 77], [81, 40], [0, 0]]","[0, 18, 11, 6, 8, 15, 17, 20, 16, 1, 2, 12, 7, 3, 10, 9, 19, 13, 5, 4, 14, 21]",484.5023320984656,14.810341596603394
37,"[[0, 0], [2, 81], [81, 59], [120, 122], [127, 69], [147, 33], [106, 38], [97, 69], [142, 173], [5, 127], [105, 101], [67, 173], [102, 52], [13, 171], [99, 103], [105, 115], [44, 146], [137, 44], [90, 30], [4, 48], [30, 123], [0, 0]]","[0, 19, 1, 9, 20, 16, 13, 11, 15, 14, 10, 3, 8, 4, 5, 17, 12, 7, 2, 18, 6, 21]",837.334459906045,23.388001441955566
38,"[[0, 0], [35, 43], [1, 100], [60, 18], [44, 90], [41, 70], [3, 60], [14, 22], [34, 84], [4, 29], [52, 23], [16, 17], [56, 82], [10, 84], [41, 19], [13, 83], [45, 18], [43, 94], [27, 68], [22, 46], [4, 30], [0, 0]]","[0, 11, 7, 20, 19, 1, 14, 16, 3, 10, 5, 12, 4, 17, 8, 18, 15, 13, 2, 6, 9, 21]",390.5786302066459,23.530001878738403
39,"[[0, 0], [63, 13], [16, 13], [9, 10], [55, 38], [20, 42], [48, 13], [66, 25], [57, 17], [46, 27], [29, 37], [47, 29], [25, 16], [66, 26], [13, 19], [47, 21], [39, 42], [53, 10], [55, 43], [20, 10], [54, 20], [0, 0]]","[0, 3, 14, 5, 10, 11, 9, 15, 20, 8, 6, 17, 1, 7, 13, 4, 18, 16, 12, 19, 2, 21]",235.7248943054222,25.410993576049805
40,"[[0, 0], [15, 53], [71, 8], [1, 56], [6, 41], [24, 28], [32, 18], [71, 15], [141, 55], [165, 40], [84, 14], [9, 13], [117, 56], [32, 50], [28, 15], [127, 58], [17, 14], [148, 45], [56, 46], [144, 26], [26, 13], [0, 0]]","[0, 11, 16, 20, 14, 6, 5, 4, 3, 1, 13, 18, 12, 15, 8, 17, 9, 19, 10, 7, 2, 21]",440.6617253933264,22.452003479003903
41,"[[0, 0], [135, 9], [105, 64], [89, 62], [9, 11], [132, 21], [30, 66], [124, 8], [75, 9], [89, 51], [65, 10], [74, 63], [38, 49], [66, 32], [54, 50], [21, 49], [152, 63], [136, 39], [77, 3], [119, 11], [13, 31], [0, 0]]","[0, 4, 12, 14, 13, 10, 8, 18, 19, 7, 1, 5, 17, 16, 2, 3, 9, 11, 6, 15, 20, 21]",466.35551499481073,23.7720000743866
42,"[[0, 0], [7, 10], [47, 19], [28, 38], [23, 21], [47, 8], [3, 5], [29, 41], [38, 42], [45, 11], [41, 22], [39, 29], [6, 29], [29, 7], [14, 21], [44, 12], [26, 25], [35, 2], [3, 41], [22, 18], [22, 9], [0, 0]]","[0, 6, 1, 19, 4, 16, 3, 7, 8, 11, 10, 2, 15, 9, 5, 17, 13, 20, 14, 12, 18, 21]",209.15082709467296,20.43500804901123
43,"[[0, 0], [2, 66], [47, 145], [33, 164], [17, 75], [64, 7], [69, 177], [69, 40], [20, 182], [63, 62], [61, 5], [39, 31], [70, 100], [35, 151], [34, 65], [71, 121], [39, 15], [23, 179], [46, 117], [37, 19], [40, 118], [0, 0]]","[0, 19, 16, 11, 14, 4, 1, 20, 18, 2, 13, 3, 17, 8, 6, 15, 12, 9, 7, 5, 10, 21]",565.9359297556059,18.981999397277832
44,"[[0, 0], [38, 102], [38, 116], [35, 169], [52, 175], [87, 20], [107, 8], [70, 140], [23, 35], [23, 184], [16, 71], [25, 125], [25, 150], [35, 35], [3, 134], [87, 152], [36, 53], [90, 62], [45, 164], [62, 52], [59, 47], [0, 0]]","[0, 8, 13, 16, 20, 19, 5, 6, 17, 2, 11, 14, 12, 3, 9, 18, 4, 15, 7, 1, 10, 21]",669.4172230350156,23.61300015449524
45,"[[0, 0], [161, 62], [32, 46], [50, 5], [179, 22], [162, 35], [178, 36], [167, 54], [52, 39], [141, 16], [109, 5], [171, 35], [158, 16], [174, 53], [140, 55], [165, 35], [106, 8], [69, 27], [135, 53], [89, 1], [155, 27], [0, 0]]","[0, 3, 19, 16, 10, 9, 12, 20, 5, 15, 11, 4, 6, 13, 7, 1, 14, 18, 17, 8, 2, 21]",453.2781336288084,21.019997358322144
46,"[[0, 0], [116, 76], [49, 79], [28, 31], [117, 28], [111, 86], [131, 149], [54, 67], [72, 110], [107, 90], [72, 24], [128, 145], [136, 49], [71, 151], [108, 138], [2, 153], [102, 82], [102, 15], [16, 146], [46, 137], [134, 109], [0, 0]]","[0, 3, 2, 8, 13, 14, 11, 6, 20, 5, 9, 16, 1, 12, 4, 17, 10, 7, 19, 18, 15, 21]",771.2953822715772,21.39799976348877
47,"[[0, 0], [93, 42], [85, 37], [78, 28], [19, 20], [44, 34], [24, 10], [36, 33], [46, 50], [95, 48], [58, 15], [92, 6], [19, 46], [46, 27], [90, 43], [36, 28], [58, 50], [44, 28], [82, 45], [36, 48], [93, 37], [0, 0]]","[0, 6, 15, 7, 5, 17, 13, 10, 11, 3, 2, 20, 1, 9, 14, 18, 16, 8, 19, 12, 4, 21]",309.6104167607761,18.60599637031555
48,"[[0, 0], [33, 55], [3, 114], [5, 36], [29, 3], [4, 61], [35, 26], [13, 25], [24, 59], [29, 1], [15, 7], [42, 39], [20, 124], [2, 86], [4, 69], [31, 117], [34, 25], [24, 137], [31, 117], [4, 130], [29, 49], [0, 0]]","[0, 10, 9, 4, 16, 6, 11, 20, 1, 8, 13, 2, 19, 17, 12, 18, 15, 14, 5, 3, 7, 21]",361.5645996791352,21.657029390335083
49,"[[0, 0], [79, 63], [34, 157], [78, 104], [69, 35], [32, 58], [38, 109], [52, 109], [78, 101], [34, 173], [30, 65], [13, 40], [68, 90], [73, 142], [74, 111], [80, 35], [72, 163], [49, 86], [33, 65], [42, 134], [74, 94], [0, 0]]","[0, 11, 5, 10, 18, 17, 12, 7, 6, 19, 2, 9, 16, 13, 14, 3, 8, 20, 1, 15, 4, 21]",486.084330171754,20.931968927383423
50,"[[0, 0], [11, 50], [73, 99], [61, 1], [37, 75], [24, 128], [72, 58], [37, 140], [72, 49], [16, 105], [54, 63], [67, 74], [20, 123], [2, 31], [41, 22], [59, 17], [6, 18], [48, 2], [58, 147], [23, 142], [36, 68], [0, 0]]","[0, 16, 20, 4, 10, 6, 8, 15, 3, 17, 14, 11, 2, 18, 7, 19, 5, 12, 9, 1, 13, 21]",533.3446819742531,21.19596838951111
51,"[[0, 0], [9, 5], [11, 3], [151, 1], [113, 3], [146, 4], [78, 8], [109, 5], [16, 9], [16, 2], [86, 3], [28, 10], [126, 5], [37, 5], [92, 3], [133, 2], [153, 3], [131, 3], [153, 1], [124, 3], [47, 9], [0, 0]]","[0, 1, 8, 11, 20, 6, 10, 14, 7, 4, 19, 17, 15, 3, 18, 16, 5, 12, 13, 9, 2, 21]",312.5391185141064,22.162997007369995
52,"[[0, 0], [69, 23], [67, 15], [36, 16], [57, 10], [75, 18], [30, 2], [80, 15], [84, 19], [33, 22], [77, 26], [100, 23], [29, 27], [42, 27], [111, 25], [67, 23], [21, 18], [82, 4], [52, 3], [40, 2], [80, 17], [0, 0]]","[0, 16, 12, 9, 3, 13, 2, 15, 1, 5, 20, 7, 8, 10, 11, 14, 17, 4, 18, 19, 6, 21]",289.1386151739397,20.688024759292603
53,"[[0, 0], [8, 11], [122, 53], [118, 82], [49, 136], [71, 103], [38, 25], [15, 35], [176, 10], [176, 110], [112, 21], [113, 115], [63, 124], [91, 17], [177, 24], [6, 7], [95, 19], [155, 77], [106, 113], [14, 143], [38, 70], [0, 0]]","[0, 15, 1, 7, 20, 5, 19, 4, 12, 18, 11, 3, 2, 13, 16, 10, 8, 14, 9, 17, 6, 21]",811.0383062081467,19.18700098991394
54,"[[0, 0], [19, 4], [33, 14], [3, 19], [19, 29], [11, 10], [46, 28], [23, 29], [14, 22], [14, 19], [43, 43], [19, 36], [12, 43], [46, 13], [5, 13], [20, 7], [11, 43], [4, 24], [21, 46], [2, 37], [27, 42], [0, 0]]","[0, 14, 8, 9, 5, 1, 15, 2, 13, 6, 10, 20, 18, 12, 16, 11, 7, 4, 19, 17, 3, 21]",222.10291026626624,19.274025201797485
55,"[[0, 0], [28, 18], [13, 19], [3, 24], [99, 60], [75, 29], [46, 45], [90, 54], [17, 15], [73, 37], [96, 35], [91, 58], [99, 44], [84, 21], [58, 29], [1, 27], [8, 59], [40, 51], [29, 54], [80, 2], [84, 13], [0, 0]]","[0, 8, 2, 1, 14, 5, 13, 20, 19, 10, 12, 4, 11, 7, 9, 6, 17, 18, 16, 15, 3, 21]",351.8164535712009,18.60583186149597
56,"[[0, 0], [36, 13], [46, 10], [6, 11], [12, 13], [70, 13], [15, 11], [56, 7], [69, 13], [65, 2], [42, 1], [76, 11], [42, 12], [35, 11], [9, 7], [46, 11], [59, 13], [81, 6], [9, 10], [43, 13], [83, 12], [0, 0]]","[0, 3, 18, 4, 6, 13, 1, 12, 19, 15, 2, 16, 8, 5, 11, 20, 17, 9, 7, 10, 14, 21]",187.90324433986743,21.0755512714386
57,"[[0, 0], [90, 45], [123, 1], [123, 44], [70, 57], [68, 29], [98, 32], [105, 16], [28, 23], [10, 36], [105, 55], [15, 35], [60, 7], [118, 32], [105, 25], [5, 16], [59, 15], [136, 39], [24, 54], [12, 37], [80, 60], [0, 0]]","[0, 15, 9, 19, 11, 18, 4, 20, 1, 6, 14, 10, 3, 17, 13, 2, 7, 5, 12, 16, 8, 21]",441.0815846585216,23.657997846603397
58,"[[0, 0], [1, 26], [8, 164], [10, 88], [7, 50], [1, 85], [6, 145], [10, 8], [3, 72], [16, 71], [8, 160], [6, 62], [2, 140], [9, 39], [6, 5], [5, 117], [11, 73], [1, 143], [11, 146], [11, 163], [4, 94], [0, 0]]","[0, 14, 7, 13, 4, 11, 16, 9, 3, 20, 15, 12, 17, 6, 10, 2, 19, 18, 5, 8, 1, 21]",351.1184451423181,21.13617420196533
59,"[[0, 0], [16, 142], [11, 74], [82, 28], [69, 141], [52, 45], [8, 21], [44, 72], [6, 21], [81, 33], [32, 105], [22, 45], [47, 145], [1, 148], [78, 5], [28, 3], [45, 126], [14, 67], [62, 109], [50, 58], [40, 10], [0, 0]]","[0, 8, 6, 15, 20, 5, 19, 7, 11, 14, 3, 9, 18, 16, 12, 4, 1, 13, 10, 2, 17, 21]",640.6422951032231,19.18100142478943
60,"[[0, 0], [42, 64], [99, 69], [138, 89], [89, 36], [35, 2], [66, 3], [53, 15], [144, 8], [150, 90], [68, 78], [66, 103], [75, 83], [86, 45], [108, 102], [112, 98], [77, 66], [165, 50], [144, 19], [94, 87], [57, 2], [0, 0]]","[0, 5, 20, 6, 7, 4, 13, 16, 10, 12, 19, 14, 15, 3, 9, 17, 18, 8, 2, 11, 1, 21]",602.2557153294504,24.43684434890747
61,"[[0, 0], [26, 123], [34, 95], [88, 94], [60, 2], [67, 154], [39, 105], [24, 124], [27, 98], [92, 31], [5, 118], [82, 135], [52, 5], [45, 40], [69, 105], [38, 22], [29, 102], [8, 8], [97, 24], [29, 160], [34, 41], [0, 0]]","[0, 17, 15, 12, 4, 18, 9, 3, 14, 6, 2, 8, 16, 10, 7, 1, 19, 5, 11, 13, 20, 21]",581.0495240053358,19.70448303222656
62,"[[0, 0], [19, 145], [11, 62], [18, 65], [8, 136], [9, 112], [3, 119], [10, 90], [14, 56], [20, 66], [13, 107], [17, 89], [20, 42], [21, 90], [10, 11], [7, 59], [14, 32], [5, 147], [6, 57], [6, 115], [12, 73], [0, 0]]","[0, 14, 16, 12, 8, 15, 2, 3, 9, 11, 13, 10, 5, 19, 6, 4, 17, 1, 7, 20, 18, 21]",336.87228702875854,22.5422420501709
63,"[[0, 0], [59, 70], [106, 49], [130, 86], [92, 3], [93, 44], [106, 18], [28, 14], [126, 123], [46, 32], [38, 65], [98, 77], [84, 92], [47, 76], [39, 69], [125, 81], [26, 64], [134, 38], [55, 132], [98, 38], [50, 35], [0, 0]]","[0, 7, 9, 20, 10, 16, 14, 13, 1, 11, 15, 3, 8, 18, 12, 5, 19, 2, 17, 6, 4, 21]",622.5754029471801,21.62648725509644
